message,category,cleaned_message
Limited time offer! Visit https://amazon.in/sale to grab your discount,Promotional,limited time offer! visit https://amazon.in/sale to grab your discount
Your OTP is 641313. Do not share it with anyone.,Transactional,your otp is 641313. do not share it with anyone.
You've won a prize! Claim now: https://urgentupdate.co,Spam,you've won a prize! claim now: https://urgentupdate.co
Your package with tracking ID 873784 has been shipped.,Transactional,your package with tracking id 873784 has been shipped.
Click here to win an iPhone: https://login-now-security.xyz,Spam,click here to win an iphone: https://login-now-security.xyz
Visit our store: https://bluedart.com/track for more details,Promotional,visit our store: https://bluedart.com/track for more details
Confirm your payment details: https://get-rich-fast.biz,Spam,confirm your payment details: https://get-rich-fast.biz
Enjoy 30% off on all products. Shop now at https://www.myntra.com,Promotional,enjoy 30% off on all products. shop now at https://www.myntra.com
Upgrade your plan today: https://flipkart.com/deals,Promotional,upgrade your plan today: https://flipkart.com/deals
Upgrade your plan today: https://secure.bankportal.in/login,Promotional,upgrade your plan today: https://secure.bankportal.in/login
You're selected! Redeem your reward at https://secure-update.cards,Spam,you're selected! redeem your reward at https://secure-update.cards
Your OTP is 238466. Do not share it with anyone.,Transactional,your otp is 238466. do not share it with anyone.
Your package with tracking ID 732358 has been shipped.,Transactional,your package with tracking id 732358 has been shipped.
Confirm your payment details: https://netflix-support.com,Spam,confirm your payment details: https://netflix-support.com
Check out our latest deals at https://www.airtel.in/recharge,Promotional,check out our latest deals at https://www.airtel.in/recharge
Your payment of ₹4175 was successful.,Transactional,your payment of ₹4175 was successful.
Your package with tracking ID 648626 has been shipped.,Transactional,your package with tracking id 648626 has been shipped.
You've won a prize! Claim now: https://netflix-support.com,Spam,you've won a prize! claim now: https://netflix-support.com
You're selected! Redeem your reward at https://iphone14winner.com,Spam,you're selected! redeem your reward at https://iphone14winner.com
Your OTP is 520379. Do not share it with anyone.,Transactional,your otp is 520379. do not share it with anyone.
Your payment of ₹5836 was successful.,Transactional,your payment of ₹5836 was successful.
Upgrade your plan today: https://www.airtel.in/recharge,Promotional,upgrade your plan today: https://www.airtel.in/recharge
Confirm your payment details: https://verify-now.online,Spam,confirm your payment details: https://verify-now.online
Your transaction ID is TXN782926. Please keep it for your records.,Transactional,your transaction id is txn782926. please keep it for your records.
Confirm your payment details: https://login-now-security.xyz,Spam,confirm your payment details: https://login-now-security.xyz
Your OTP is 786875. Do not share it with anyone.,Transactional,your otp is 786875. do not share it with anyone.
Get free recharge. Click here: https://confirm-payee.click,Spam,get free recharge. click here: https://confirm-payee.click
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional,don't miss out! sale ends soon at https://secure.bankportal.in/login
Your payment of ₹7077 was successful.,Transactional,your payment of ₹7077 was successful.
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional,limited time offer! visit https://www.myntra.com to grab your discount
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam,your package is waiting. pay delivery fees at https://get-rich-fast.biz
Find your perfect gift at https://amazon.in/sale,Promotional,find your perfect gift at https://amazon.in/sale
Your transaction ID is TXN190667. Please keep it for your records.,Transactional,your transaction id is txn190667. please keep it for your records.
"Login successful from new device. If not you, visit https://amazon.in/sale",Transactional,"login successful from new device. if not you, visit https://amazon.in/sale"
Check out our latest deals at https://secure.bankportal.in/login,Promotional,check out our latest deals at https://secure.bankportal.in/login
You're selected! Redeem your reward at https://fakewebsite.com,Spam,you're selected! redeem your reward at https://fakewebsite.com
Final notice. Update your info: https://netflix-support.com,Spam,final notice. update your info: https://netflix-support.com
Upgrade your plan today: https://www.officialstore.com,Promotional,upgrade your plan today: https://www.officialstore.com
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional,limited time offer! visit https://cleartrip.com to grab your discount
Upgrade your plan today: https://flipkart.com/deals,Promotional,upgrade your plan today: https://flipkart.com/deals
Your package with tracking ID 950307 has been shipped.,Transactional,your package with tracking id 950307 has been shipped.
Your transaction ID is TXN600195. Please keep it for your records.,Transactional,your transaction id is txn600195. please keep it for your records.
Your payment of ₹8708 was successful.,Transactional,your payment of ₹8708 was successful.
Your OTP is 879216. Do not share it with anyone.,Transactional,your otp is 879216. do not share it with anyone.
Find your perfect gift at https://cleartrip.com,Promotional,find your perfect gift at https://cleartrip.com
Check out our latest deals at https://flipkart.com/deals,Promotional,check out our latest deals at https://flipkart.com/deals
Your payment of ₹6569 was successful.,Transactional,your payment of ₹6569 was successful.
You're selected! Redeem your reward at https://fakewebsite.com,Spam,you're selected! redeem your reward at https://fakewebsite.com
Urgent: Your account will be blocked. Verify at https://login-now-security.xyz,Spam,urgent: your account will be blocked. verify at https://login-now-security.xyz
Urgent: Your account will be blocked. Verify at https://login-now-security.xyz,Spam,urgent: your account will be blocked. verify at https://login-now-security.xyz
You're selected! Redeem your reward at https://secure-update.cards,Spam,you're selected! redeem your reward at https://secure-update.cards
Find your perfect gift at https://bluedart.com/track,Promotional,find your perfect gift at https://bluedart.com/track
Your payment of ₹4627 was successful.,Transactional,your payment of ₹4627 was successful.
Your OTP is 431283. Do not share it with anyone.,Transactional,your otp is 431283. do not share it with anyone.
Your payment of ₹6192 was successful.,Transactional,your payment of ₹6192 was successful.
Your payment of ₹8132 was successful.,Transactional,your payment of ₹8132 was successful.
Your OTP is 637869. Do not share it with anyone.,Transactional,your otp is 637869. do not share it with anyone.
Introducing our new range. Learn more: https://www.officialstore.com,Promotional,introducing our new range. learn more: https://www.officialstore.com
Confirm your payment details: https://urgentupdate.co,Spam,confirm your payment details: https://urgentupdate.co
Reset your password now at https://get-rich-fast.biz,Spam,reset your password now at https://get-rich-fast.biz
